Date,Store_ID,Product_ID,Opening_Stock,Closing_Stock,Wastage_Units,Reorder_Level
2024-01-07,S014,P076,175,126,15,117
2024-09-27,S001,P109,245,147,4,130
2024-10-30,S006,P083,278,201,2,138
2024-05-13,S001,P014,368,266,14,116
2024-03-15,S002,P039,527,449,9,118
2024-09-07,S015,P047,569,483,14,132
2024-06-17,S005,P065,385,294,21,114
2024-09-19,S012,P078,554,504,5,154
2024-01-06,S005,P020,101,32,15,114
2024-10-04,S015,P111,125,86,1,188
2024-03-20,S010,P067,140,19,6,106
2024-08-30,S016,P108,439,408,3,103
2024-07-05,S010,P107,360,299,4,114
2024-11-04,S008,P035,332,290,1,165
2024-07-16,S018,P063,205,167,13,108
2024-05-26,S001,P017,492,415,13,137
2024-10-29,S019,P061,362,313,2,115
2024-12-09,S007,P021,135,33,0,104
2024-03-22,S016,P072,191,97,14,121
2024-03-27,S018,P013,137,48,12,105
2024-02-25,S012,P029,301,265,10,156
2024-04-01,S019,P064,560,475,13,171
2024-09-20,S006,P019,569,434,16,180
2024-09-19,S014,P064,191,75,14,84
2024-08-05,S020,P105,294,234,4,147
2024-12-19,S014,P074,169,105,0,106
2024-10-01,S008,P092,121,18,5,88
2024-04-21,S009,P013,511,453,21,166
2024-07-05,S019,P009,144,38,19,196
2024-03-20,S014,P119,165,123,5,195
2024-10-02,S007,P006,274,228,8,94
2024-12-16,S005,P038,349,216,19,90
2024-05-10,S002,P006,375,283,10,84
2024-09-27,S011,P071,324,236,7,120
2024-10-23,S010,P097,531,482,5,123
2024-10-22,S002,P012,267,171,13,81
2024-04-02,S008,P062,293,231,13,111
2024-12-16,S003,P105,562,528,2,106
2024-07-17,S010,P098,217,117,5,153
2024-10-09,S010,P028,380,321,9,200
2024-12-04,S010,P052,499,413,22,167
2024-06-27,S019,P006,164,96,7,133
2024-01-25,S014,P023,196,93,18,185
2024-04-17,S003,P078,250,128,13,167
2024-09-21,S013,P046,566,512,24,125
2024-08-01,S003,P091,146,23,5,110
2024-03-31,S020,P041,414,379,14,80
2024-11-02,S012,P109,173,75,2,86
2024-03-23,S007,P059,538,472,11,101
2024-04-25,S002,P096,178,155,0,172
2024-02-20,S014,P110,447,350,3,125
2024-12-10,S013,P097,477,443,5,140
2024-08-09,S019,P097,585,536,1,88
2024-12-22,S012,P089,332,270,0,173
2024-05-09,S016,P042,111,0,9,179
2024-08-13,S014,P078,406,283,12,116
2024-01-13,S015,P054,582,489,12,184
2024-10-12,S011,P017,509,462,14,153
2024-03-21,S007,P004,122,70,20,98
2024-05-30,S020,P076,199,110,9,108
2024-05-26,S011,P120,530,477,5,105
2024-09-06,S020,P120,110,48,1,114
2024-09-23,S019,P014,206,134,15,123
2024-02-01,S002,P051,364,243,9,120
2024-06-13,S018,P094,328,222,3,105
2024-09-07,S001,P013,598,526,12,164
2024-02-17,S010,P097,324,272,2,185
2024-08-21,S001,P058,436,319,4,170
2024-12-15,S005,P058,423,353,14,168
2024-08-23,S004,P051,219,118,17,189
2024-04-04,S013,P027,412,309,12,165
2024-01-20,S005,P067,200,113,22,112
2024-10-20,S017,P081,382,342,1,190
2024-05-03,S010,P032,165,79,5,188
2024-05-26,S013,P035,493,440,17,88
2024-08-27,S004,P033,187,154,1,177
2024-10-30,S018,P015,306,173,13,187
2024-12-08,S008,P040,426,309,6,155
2024-10-29,S019,P030,420,358,4,169
2024-01-15,S008,P018,282,176,23,117
2024-03-19,S012,P112,590,491,2,158
2024-10-15,S020,P020,475,418,15,120
2024-01-24,S009,P081,174,60,5,91
2024-04-13,S004,P060,587,464,5,158
2024-04-24,S013,P112,200,106,1,115
2024-11-27,S020,P049,360,317,7,167
2024-03-28,S018,P100,514,438,1,174
2024-06-04,S008,P003,293,205,15,130
2024-06-14,S002,P065,477,394,25,101
2024-11-13,S012,P107,563,485,0,173
2024-02-07,S006,P061,502,417,1,102
2024-11-30,S005,P079,205,155,21,107
2024-01-29,S006,P117,599,501,5,98
2024-02-25,S003,P008,107,34,1,188
2024-10-09,S006,P118,596,524,4,181
2024-12-29,S016,P026,518,429,3,163
2024-11-11,S012,P073,228,135,5,108
2024-10-07,S014,P055,575,527,19,188
2024-04-10,S009,P084,425,379,2,121
2024-07-29,S005,P031,551,431,18,151
2024-09-12,S008,P079,163,101,12,112
2024-07-11,S014,P077,379,266,25,181
2024-07-19,S015,P109,314,214,0,189
2024-03-28,S005,P111,311,250,1,188
2024-04-03,S020,P116,224,187,0,148
2024-07-09,S017,P087,330,225,2,88
2024-08-02,S018,P118,105,0,1,117
2024-05-19,S004,P116,197,173,2,113
2024-05-30,S006,P021,482,434,13,130
2024-04-04,S001,P029,575,529,2,114
2024-01-23,S007,P049,208,123,20,122
2024-09-20,S010,P049,247,181,19,145
2024-03-07,S019,P046,505,414,5,198
2024-08-30,S015,P081,183,106,2,146
2024-11-06,S006,P040,108,75,13,80
2024-06-18,S017,P016,340,255,22,115
2024-10-06,S020,P041,516,448,4,190
2024-04-16,S020,P013,515,408,11,145
2024-11-07,S014,P104,314,278,1,118
2024-03-24,S012,P060,214,136,5,99
2024-11-06,S013,P048,478,405,7,104
2024-12-26,S004,P034,435,384,12,89
2024-12-29,S007,P070,450,356,19,139
2024-11-22,S013,P060,130,36,19,177
2024-07-10,S002,P118,238,169,1,200
2024-11-10,S009,P015,136,103,2,102
2024-02-25,S007,P107,273,212,1,183
2024-05-20,S015,P048,166,73,13,191
2024-10-03,S016,P011,132,27,19,92
2024-03-06,S007,P006,323,242,6,199
2024-10-05,S017,P104,500,417,5,92
2024-07-28,S001,P028,545,441,11,130
2024-09-01,S018,P058,531,466,7,123
2024-09-25,S006,P090,379,263,0,118
2024-08-02,S016,P040,263,152,7,150
2024-01-07,S017,P103,136,63,2,179
2024-02-25,S017,P084,397,294,1,110
2024-11-23,S018,P061,327,208,20,124
2024-10-06,S011,P066,238,112,8,195
2024-09-09,S012,P062,516,461,22,140
2024-10-13,S002,P031,152,46,0,116
2024-09-25,S006,P080,214,183,1,196
2024-10-15,S011,P020,566,449,2,197
2024-09-20,S006,P031,162,64,12,81
2024-04-21,S012,P030,506,384,19,93
2024-10-17,S015,P043,317,203,19,151
2024-02-22,S005,P094,175,136,2,114
2024-10-03,S008,P110,293,228,3,182
2024-12-08,S001,P003,562,467,16,116
2024-05-19,S017,P036,270,238,10,119
2024-11-15,S014,P029,140,40,14,104
2024-06-27,S019,P030,359,270,4,142
2024-06-05,S003,P013,246,133,15,140
2024-07-16,S009,P086,585,473,2,193
2024-08-21,S013,P086,115,57,5,109
2024-01-19,S006,P090,184,118,0,147
2024-06-12,S015,P115,268,173,3,153
2024-04-12,S010,P045,500,433,25,164
2024-05-11,S005,P088,390,307,3,187
2024-03-31,S002,P081,304,263,0,118
2024-06-02,S017,P071,343,236,2,199
2024-01-26,S008,P118,139,73,3,190
2024-09-25,S011,P090,120,13,5,170
2024-06-24,S011,P051,426,359,19,81
2024-11-05,S019,P027,452,426,5,167
2024-12-05,S008,P052,209,160,4,156
2024-04-01,S004,P050,351,257,7,170
2024-05-19,S001,P059,305,248,17,198
2024-12-27,S004,P020,596,529,22,101
2024-06-19,S018,P048,555,431,12,124
2024-11-28,S003,P103,164,90,1,172
2024-08-06,S008,P080,308,259,18,105
2024-03-06,S003,P003,580,455,14,113
2024-08-19,S012,P064,395,297,0,192
2024-03-09,S017,P055,379,322,18,175
2024-10-18,S001,P099,463,360,5,86
2024-11-13,S002,P061,283,224,7,126
2024-10-12,S012,P114,124,40,1,127
2024-05-25,S011,P007,132,13,16,148
2024-04-04,S014,P090,154,37,0,118
2024-11-11,S020,P056,325,272,18,180
2024-08-10,S010,P105,319,269,4,114
2024-06-22,S010,P105,534,490,3,152
2024-04-18,S017,P055,153,110,13,199
2024-09-08,S010,P009,273,207,18,110
2024-01-21,S017,P078,187,149,12,132
2024-04-04,S006,P068,328,199,9,126
2024-02-19,S004,P103,483,462,0,103
2024-06-13,S016,P074,328,224,18,124
2024-10-24,S008,P055,127,87,1,185
2024-04-20,S016,P023,417,278,23,158
2024-08-20,S014,P038,305,213,18,171
2024-08-09,S015,P092,416,321,3,153
2024-04-17,S018,P112,112,14,0,110
2024-02-02,S016,P084,508,478,3,104
2024-10-06,S002,P057,578,505,6,149
2024-09-19,S020,P097,285,214,0,156
2024-10-28,S003,P110,251,134,0,135
2024-07-14,S009,P089,262,173,0,164
2024-06-27,S020,P098,524,446,0,141
2024-11-01,S003,P007,158,112,22,84
2024-03-18,S019,P024,400,323,3,172
2024-01-19,S009,P116,549,502,2,163
2024-05-19,S017,P097,420,377,0,112
2024-04-02,S004,P057,379,305,14,111
2024-06-14,S006,P082,586,519,1,186
2024-05-14,S012,P116,376,259,5,198
2024-08-19,S015,P064,325,190,25,101
2024-02-06,S013,P048,287,197,14,198
2024-02-21,S016,P056,238,194,23,96
2024-02-27,S018,P071,299,251,13,157
2024-06-17,S011,P066,554,454,2,113
2024-11-24,S016,P063,172,83,10,189
2024-07-04,S012,P088,192,116,1,199
2024-05-29,S002,P039,288,159,20,81
2024-06-12,S017,P035,391,287,0,99
2024-03-08,S010,P078,584,550,9,172
2024-11-27,S011,P046,292,264,4,193
2024-12-11,S012,P001,374,292,18,129
2024-01-21,S012,P022,158,84,23,136
2024-08-07,S005,P089,548,499,0,146
2024-09-16,S016,P069,521,488,3,154
2024-12-15,S005,P101,107,0,1,170
2024-11-04,S002,P052,175,55,0,120
2024-02-08,S018,P039,481,418,24,102
2024-10-11,S014,P074,535,430,23,197
2024-04-02,S003,P079,162,32,23,182
2024-01-04,S003,P093,303,260,5,193
2024-12-26,S008,P044,167,116,11,83
2024-07-04,S001,P077,145,110,3,140
2024-01-12,S012,P113,299,193,4,103
2024-10-09,S015,P064,194,63,14,146
2024-09-22,S009,P005,191,65,24,159
2024-12-02,S007,P107,102,32,1,98
2024-04-23,S020,P095,104,29,1,87
2024-08-11,S020,P044,233,135,0,126
2024-11-29,S008,P084,335,289,2,186
2024-01-29,S014,P024,479,364,4,133
2024-06-23,S016,P088,204,103,2,107
2024-05-06,S011,P076,423,339,10,133
2024-08-19,S014,P114,491,371,4,88
2024-03-27,S011,P004,168,67,15,115
2024-03-14,S005,P087,458,380,0,158
2024-03-05,S006,P018,307,270,7,131
2024-12-17,S008,P093,275,194,3,143
2024-12-06,S009,P001,270,146,5,131
2024-07-07,S011,P096,546,498,5,108
2024-11-27,S002,P102,599,477,2,139
2024-06-22,S007,P110,554,503,0,107
2024-04-28,S005,P030,503,394,8,110
2024-06-21,S002,P093,549,488,4,131
2024-12-22,S001,P062,163,96,12,159
2024-10-09,S018,P083,517,425,2,144
2024-04-14,S019,P020,498,386,11,127
2024-11-03,S011,P108,540,446,2,113
2024-02-29,S015,P040,550,416,23,109
2024-07-15,S016,P045,213,79,21,154
2024-02-22,S009,P073,162,109,4,118
2024-11-30,S006,P091,195,91,3,140
2024-04-11,S004,P013,343,233,6,185
2024-11-02,S005,P093,367,257,2,136
2024-12-28,S002,P058,355,263,1,200
2024-06-01,S006,P007,268,218,17,133
2024-12-26,S015,P010,586,540,21,176
2024-06-08,S002,P027,221,104,6,193
2024-05-28,S020,P018,492,405,25,102
2024-06-13,S007,P024,254,186,17,120
2024-04-09,S006,P025,219,145,12,108
2024-06-11,S010,P066,592,551,15,198
2024-07-14,S010,P023,552,525,1,114
2024-09-17,S011,P026,467,422,1,152
2024-09-01,S002,P092,229,126,2,138
2024-10-16,S015,P064,527,491,11,129
2024-09-23,S004,P083,476,360,3,183
2024-03-11,S015,P039,295,208,10,166
2024-11-22,S006,P012,304,197,12,104
2024-11-08,S015,P013,285,214,24,81
2024-03-02,S014,P049,261,134,23,115
2024-11-03,S016,P090,501,411,3,191
2024-07-18,S019,P104,438,320,1,197
2024-05-24,S012,P025,527,478,25,191
2024-10-30,S018,P053,101,9,8,151
2024-03-20,S017,P083,383,308,5,188
2024-02-19,S017,P012,451,384,18,175
2024-03-15,S001,P094,600,484,4,181
2024-06-24,S019,P012,101,0,15,188
2024-03-30,S006,P099,257,185,0,120
2024-06-15,S015,P099,557,526,1,177
2024-08-20,S006,P031,580,505,11,109
2024-01-04,S009,P034,172,28,25,126
2024-08-01,S003,P044,348,305,14,173
2024-10-05,S007,P067,123,66,17,143
2024-08-06,S008,P091,550,502,1,162
2024-03-26,S002,P023,281,215,0,182
2024-04-06,S011,P030,244,201,9,88
2024-08-31,S017,P061,469,413,9,110
2024-04-23,S014,P085,301,234,0,144
2024-09-12,S015,P015,373,255,4,88
2024-02-24,S014,P110,273,239,3,180
2024-04-28,S011,P074,595,536,13,160
2024-08-15,S011,P084,429,362,4,99
2024-10-03,S008,P118,197,85,1,144
2024-11-14,S017,P089,527,466,3,124
2024-01-04,S013,P106,138,14,5,102
2024-08-03,S002,P087,203,170,2,186
2024-02-17,S009,P104,193,171,2,183
2024-11-15,S018,P095,532,468,3,154
2024-04-25,S019,P066,381,351,2,99
2024-09-01,S015,P099,408,303,4,170
2024-02-22,S017,P017,275,218,23,182
2024-12-25,S016,P111,217,140,5,97
2024-03-08,S015,P057,274,242,8,173
2024-03-17,S003,P120,326,287,2,99
2024-07-02,S004,P040,501,371,15,193
2024-03-04,S006,P044,334,240,12,188
2024-01-09,S020,P097,271,191,0,119
2024-08-25,S015,P085,480,452,4,166
2024-01-02,S018,P082,264,190,4,197
2024-10-18,S009,P003,293,264,1,111
2024-12-21,S005,P053,201,94,17,122
2024-11-24,S009,P096,350,256,1,94
2024-07-23,S001,P031,121,0,19,113
2024-06-22,S001,P069,257,140,6,119
2024-08-06,S009,P110,503,440,4,80
2024-09-29,S008,P015,401,290,24,193
2024-03-19,S010,P100,292,239,1,123
2024-11-06,S015,P022,378,341,7,87
2024-07-02,S009,P022,434,376,20,93
2024-03-01,S017,P005,344,317,0,90
2024-03-27,S002,P012,580,490,20,153
2024-08-20,S018,P047,457,397,11,166
2024-01-24,S001,P018,248,156,18,148
2024-07-17,S004,P048,170,117,20,125
2024-03-03,S002,P102,161,46,3,179
2024-09-04,S010,P095,405,378,4,188
2024-03-21,S003,P038,574,447,7,156
2024-07-30,S015,P036,313,290,3,103
2024-06-30,S019,P045,124,83,10,194
2024-02-01,S008,P010,245,199,6,115
2024-07-05,S004,P013,565,498,11,192
2024-09-29,S002,P059,360,330,5,168
2024-06-20,S020,P096,260,199,5,80
2024-03-17,S019,P063,392,276,5,99
2024-10-17,S013,P006,363,282,23,80
2024-10-19,S009,P068,122,58,24,88
2024-12-10,S004,P054,363,281,21,163
2024-02-24,S014,P111,230,170,4,147
2024-06-07,S020,P086,189,101,2,111
2024-07-31,S019,P057,334,308,5,113
2024-06-26,S019,P039,550,463,20,85
2024-01-12,S009,P026,162,38,8,178
2024-06-02,S002,P032,114,66,7,86
2024-05-28,S002,P016,154,112,0,126
2024-08-21,S012,P031,523,498,3,177
2024-09-17,S009,P020,230,137,7,143
2024-09-30,S016,P116,119,32,4,183
2024-08-17,S015,P035,207,98,14,116
2024-01-20,S007,P060,430,305,18,134
2024-05-24,S002,P040,272,181,8,150
2024-05-05,S019,P099,218,105,4,200
2024-05-16,S016,P072,394,276,0,192
2024-10-09,S009,P111,414,329,2,114
2024-07-02,S007,P112,452,413,0,111
2024-07-03,S007,P014,246,116,15,179
2024-01-26,S004,P117,198,133,4,156
2024-08-08,S008,P109,477,364,1,167
2024-10-20,S019,P070,510,432,15,192
2024-03-30,S003,P119,496,463,5,176
2024-02-21,S006,P003,501,472,1,151
2024-09-10,S002,P051,408,367,13,153
2024-08-06,S014,P044,496,377,13,105
2024-04-19,S013,P079,567,482,1,199
2024-03-26,S016,P072,428,352,7,193
2024-01-04,S004,P029,207,95,5,120
2024-07-26,S008,P022,239,145,9,133
2024-09-22,S009,P009,206,142,23,189
2024-03-07,S016,P043,552,485,25,92
2024-06-13,S009,P085,442,362,5,147
2024-12-16,S003,P018,298,250,7,173
2024-05-06,S017,P086,210,166,3,86
2024-12-11,S015,P026,199,171,2,97
2024-07-07,S016,P105,421,334,1,133
2024-05-05,S013,P036,267,237,7,83
2024-07-10,S006,P044,145,78,0,193
2024-01-17,S010,P077,410,363,8,193
2024-12-12,S003,P080,153,103,5,169
2024-01-05,S011,P044,598,488,4,148
2024-10-26,S020,P120,526,496,5,158
2024-02-11,S017,P066,369,283,1,97
2024-12-18,S017,P009,587,472,12,167
2024-04-25,S015,P060,435,330,7,142
2024-11-21,S017,P109,532,494,3,140
2024-02-17,S014,P031,364,246,6,148
2024-07-23,S004,P030,316,264,22,177
2024-07-18,S018,P114,534,470,2,128
2024-05-17,S010,P056,502,438,8,131
2024-12-09,S001,P075,419,315,21,168
2024-09-23,S007,P045,474,425,12,140
2024-01-22,S006,P038,541,409,18,133
2024-10-05,S015,P101,503,466,2,186
2024-07-17,S013,P113,226,178,5,110
2024-06-07,S001,P023,168,54,1,159
2024-09-13,S009,P042,116,37,16,100
2024-11-13,S003,P003,224,140,10,104
2024-03-30,S006,P018,398,352,15,133
2024-09-26,S014,P117,531,494,4,150
2024-12-09,S018,P109,233,114,3,153
2024-07-28,S010,P073,276,206,4,167
2024-02-08,S001,P082,442,395,0,188
2024-08-23,S004,P103,331,294,1,91
2024-02-11,S019,P107,210,166,2,84
2024-01-31,S002,P021,216,162,19,111
2024-03-17,S013,P055,459,342,22,197
2024-07-28,S009,P073,455,421,0,197
2024-02-22,S008,P108,583,464,2,173
2024-10-01,S018,P002,500,372,14,147
2024-02-09,S014,P028,227,106,5,170
2024-07-19,S006,P104,437,319,0,156
2024-04-03,S006,P027,130,56,7,158
2024-12-04,S003,P100,439,406,3,194
2024-09-28,S008,P052,324,300,0,153
2024-10-03,S003,P014,136,58,16,96
2024-01-04,S009,P024,192,155,16,182
2024-05-16,S014,P067,108,27,23,99
2024-06-29,S005,P107,238,149,1,131
2024-02-29,S007,P037,466,403,14,95
2024-01-11,S006,P075,566,508,12,83
2024-06-21,S014,P003,549,515,3,124
2024-08-20,S008,P092,564,468,3,174
2024-10-03,S008,P014,577,459,15,160
2024-12-09,S008,P033,315,222,1,123
2024-04-11,S016,P100,105,28,2,151
2024-06-04,S020,P090,262,181,3,103
2024-11-04,S005,P102,156,111,3,136
2024-12-04,S006,P068,572,503,4,158
2024-07-09,S017,P114,267,240,0,159
2024-10-22,S008,P028,275,175,8,113
2024-12-17,S009,P109,343,290,1,140
2024-06-20,S017,P102,600,494,2,175
2024-02-21,S007,P101,445,410,2,156
2024-10-04,S007,P103,219,175,4,120
2024-10-15,S009,P108,462,394,2,135
2024-07-23,S016,P104,421,337,3,182
2024-12-27,S007,P005,479,400,18,195
2024-10-09,S012,P009,372,240,15,170
2024-06-17,S003,P096,471,410,0,190
2024-01-13,S005,P111,182,88,2,162
2024-04-12,S001,P003,292,204,20,182
2024-05-03,S006,P049,233,153,21,167
2024-03-08,S009,P009,118,39,4,142
2024-04-13,S015,P045,482,395,5,81
2024-11-24,S004,P008,179,106,5,152
2024-10-04,S006,P110,141,59,5,194
2024-02-06,S015,P053,568,500,3,130
2024-03-10,S007,P107,480,366,0,180
2024-09-16,S012,P073,571,492,2,181
2024-07-03,S016,P085,220,105,0,167
2024-07-27,S018,P018,581,463,10,123
2024-06-23,S003,P104,546,499,3,153
2024-04-06,S011,P114,451,395,1,156
2024-08-17,S011,P047,441,332,14,131
2024-11-25,S012,P072,488,436,0,190
2024-12-02,S008,P111,527,432,4,197
2024-01-01,S009,P038,139,78,23,128
2024-02-24,S020,P052,352,281,3,181
2024-08-31,S019,P033,583,467,17,168
2024-06-03,S014,P036,219,171,8,173
2024-11-25,S006,P109,243,163,4,98
2024-09-22,S006,P063,586,519,10,150
2024-10-18,S010,P051,193,133,22,104
2024-10-31,S008,P002,405,348,13,119
2024-12-06,S007,P046,210,113,3,188
2024-09-21,S008,P031,489,380,10,189
2024-04-09,S011,P078,259,208,14,159
2024-11-13,S010,P075,291,166,13,103
2024-09-27,S008,P027,461,363,18,153
2024-04-20,S017,P063,318,256,10,200
2024-10-17,S013,P091,434,374,5,135
2024-07-20,S015,P109,394,306,2,140
2024-04-13,S019,P099,418,325,2,88
2024-01-23,S005,P024,530,481,10,166
2024-04-13,S003,P057,431,321,20,107
2024-12-10,S018,P047,363,326,7,132
2024-08-01,S003,P070,341,275,12,83
2024-07-18,S004,P120,539,453,3,96
2024-12-09,S017,P071,196,95,24,188
2024-02-19,S004,P050,382,349,9,185
2024-01-28,S010,P054,109,44,22,87
2024-07-26,S003,P021,392,308,5,166
2024-08-23,S018,P004,166,88,24,159
2024-09-30,S009,P073,458,419,19,169
2024-08-29,S004,P040,214,121,20,89
2024-06-30,S015,P039,593,467,19,172
2024-06-28,S020,P086,406,384,1,194
2024-09-05,S016,P075,101,0,11,156
2024-10-23,S012,P090,166,41,5,87
2024-09-14,S020,P084,125,95,0,197
2024-09-17,S008,P097,524,433,5,132
2024-02-20,S012,P044,176,52,25,120
2024-07-16,S002,P054,532,388,24,118
2024-01-02,S017,P072,294,185,4,158
2024-02-20,S011,P107,508,448,1,186
2024-03-05,S017,P091,254,190,4,123
2024-04-28,S002,P085,362,330,0,141
2024-05-08,S014,P059,284,163,16,155
2024-09-26,S004,P031,437,345,18,197
2024-11-26,S002,P034,268,172,14,132
2024-02-06,S015,P064,496,444,21,110
2024-05-28,S018,P095,493,400,5,121
2024-08-20,S003,P095,556,474,1,121
2024-01-16,S005,P034,226,167,20,159
2024-09-18,S014,P081,139,73,0,96
2024-10-06,S004,P083,275,222,2,101
2024-03-09,S007,P108,324,219,0,99
2024-05-11,S013,P048,451,384,22,88
2024-09-14,S005,P103,278,211,2,139
2024-01-13,S018,P076,528,449,17,178
2024-05-03,S009,P118,410,292,5,165
2024-10-09,S001,P116,221,172,4,95
2024-01-05,S007,P024,220,92,23,170
2024-08-02,S017,P023,563,455,13,160
2024-01-14,S004,P011,351,238,22,156
2024-07-20,S015,P031,224,145,0,157
2024-05-09,S018,P009,140,99,14,143
2024-09-18,S014,P003,302,204,18,127
2024-10-15,S013,P030,486,391,1,193
2024-01-27,S001,P108,474,373,5,121
2024-06-18,S017,P075,439,366,7,99
2024-03-28,S002,P102,527,446,4,175
2024-06-28,S006,P113,518,473,5,183
2024-04-28,S013,P082,234,175,2,122
2024-10-30,S007,P042,427,364,19,188
2024-03-18,S002,P116,118,15,1,140
2024-09-10,S011,P093,597,565,1,82
2024-06-03,S019,P057,448,345,9,123
2024-04-08,S004,P002,283,229,11,92
2024-12-22,S015,P116,533,486,4,125
2024-08-18,S001,P094,382,326,4,110
2024-01-01,S004,P054,226,151,10,143
2024-01-30,S009,P118,458,350,4,165
2024-04-30,S007,P067,529,442,1,130
2024-10-02,S015,P066,287,249,16,172
2024-10-20,S008,P031,407,365,5,183
2024-07-20,S007,P068,295,235,5,145
2024-07-08,S002,P039,121,27,9,107
2024-10-03,S007,P023,444,398,5,165
2024-04-22,S011,P009,266,181,24,173
2024-06-16,S020,P068,111,14,25,191
2024-11-07,S016,P021,563,455,13,82
2024-07-10,S014,P016,424,291,25,166
2024-12-12,S002,P077,411,310,8,165
2024-07-25,S011,P027,594,544,11,196
2024-12-03,S001,P106,240,191,4,98
2024-11-26,S002,P061,131,89,12,115
2024-07-19,S011,P086,434,406,1,197
2024-07-04,S005,P041,440,381,9,161
2024-08-06,S004,P009,223,172,4,90
2024-05-05,S013,P094,262,143,4,170
2024-04-12,S011,P118,290,184,0,118
2024-08-04,S013,P112,178,130,3,135
2024-10-19,S010,P016,581,492,13,166
2024-10-19,S009,P043,103,26,21,175
2024-02-26,S010,P081,472,400,1,98
2024-09-30,S003,P079,301,254,16,142
2024-04-10,S017,P089,343,298,5,105
2024-08-02,S009,P095,382,317,4,137
2024-01-23,S014,P020,515,472,14,199
2024-01-31,S006,P085,312,207,0,130
2024-09-26,S004,P079,286,227,9,163
2024-10-05,S011,P105,540,465,0,189
2024-08-05,S010,P028,211,182,3,108
2024-08-22,S003,P101,336,293,5,130
2024-08-25,S002,P104,401,353,4,143
2024-09-02,S012,P034,184,80,8,137
2024-11-07,S002,P056,100,17,14,193
2024-03-18,S019,P008,431,365,5,161
2024-12-11,S013,P018,583,539,15,108
2024-12-08,S008,P047,517,391,9,200
2024-11-25,S001,P002,213,147,12,87
2024-04-15,S006,P012,543,454,21,181
2024-10-23,S016,P117,527,497,5,129
2024-03-25,S011,P025,556,460,12,196
2024-08-16,S009,P039,155,36,24,123
2024-11-09,S006,P092,303,271,0,151
2024-01-25,S019,P016,381,296,17,113
2024-09-09,S008,P046,556,471,1,163
2024-06-02,S015,P031,219,191,4,117
2024-12-08,S018,P104,576,454,2,162
2024-05-12,S006,P050,550,510,7,88
2024-04-22,S008,P087,133,59,5,193
2024-10-20,S008,P087,292,204,4,153
2024-03-09,S008,P097,344,298,5,142
2024-11-14,S012,P048,588,522,21,162
2024-08-28,S009,P009,493,448,25,173
2024-06-04,S010,P043,340,211,11,104
2024-02-26,S004,P005,242,142,14,192
2024-06-04,S009,P101,362,276,2,195
2024-02-20,S007,P097,239,168,4,169
2024-02-23,S012,P030,270,222,17,126
2024-07-13,S007,P067,471,418,15,191
2024-09-04,S014,P102,122,63,1,130
2024-03-15,S010,P019,495,372,17,80
2024-11-26,S004,P101,257,164,2,82
2024-11-21,S007,P096,192,125,4,184
2024-04-20,S006,P079,253,201,22,169
2024-10-30,S015,P091,546,449,4,131
2024-01-04,S018,P024,556,437,7,154
2024-12-19,S013,P100,390,344,0,186
2024-09-19,S007,P026,586,523,10,194
2024-01-04,S004,P034,431,393,4,180
2024-01-21,S008,P107,434,314,0,152
2024-01-21,S011,P014,110,40,2,149
2024-06-19,S010,P060,259,194,9,140
2024-04-08,S002,P101,528,500,5,136
2024-06-28,S003,P096,451,367,0,93
2024-06-06,S014,P108,359,303,3,197
2024-11-11,S004,P113,540,450,2,139
2024-03-14,S020,P101,169,99,3,190
2024-11-22,S002,P003,311,170,22,175
2024-03-13,S001,P013,378,276,6,194
2024-01-15,S006,P091,304,196,1,138
2024-05-09,S018,P109,473,414,0,163
2024-09-11,S004,P119,133,95,4,108
2024-01-15,S016,P091,318,236,2,107
2024-08-16,S001,P003,311,208,17,197
2024-03-15,S014,P048,124,74,25,92
2024-03-16,S018,P069,397,350,3,131
2024-04-18,S006,P014,132,51,9,150
2024-10-27,S005,P102,341,271,1,80
2024-11-28,S015,P095,312,211,1,108
2024-11-03,S004,P067,541,442,8,117
2024-05-13,S012,P010,184,109,13,170
2024-10-02,S015,P100,534,475,1,163
2024-03-29,S010,P069,476,415,22,112
2024-03-26,S010,P070,443,399,5,132
2024-12-07,S010,P095,163,132,3,167
2024-01-01,S007,P034,430,401,3,119
2024-02-22,S012,P022,452,370,10,200
2024-08-31,S009,P061,574,472,12,109
2024-11-06,S007,P094,276,212,0,198
2024-05-30,S013,P011,276,206,17,89
2024-08-01,S018,P064,314,250,12,158
2024-03-11,S018,P008,254,182,18,137
2024-07-26,S003,P078,570,457,10,156
2024-05-05,S014,P030,134,77,0,95
2024-01-13,S006,P048,322,244,5,181
2024-03-11,S008,P061,451,325,24,167
2024-01-03,S011,P071,126,58,2,159
2024-11-01,S010,P021,420,368,23,100
2024-10-11,S006,P085,132,24,2,128
2024-06-05,S013,P088,142,95,2,195
2024-10-20,S004,P116,518,439,4,198
2024-11-21,S004,P120,349,255,3,172
2024-01-06,S019,P052,418,292,23,191
2024-12-11,S002,P022,570,477,0,155
2024-03-26,S009,P021,400,360,1,134
2024-08-22,S012,P088,112,3,2,172
2024-10-16,S009,P034,591,468,9,83
2024-04-18,S014,P023,530,400,10,124
2024-04-05,S006,P042,251,205,25,193
2024-03-09,S013,P115,429,328,5,93
2024-11-13,S011,P039,113,71,19,186
2024-09-23,S003,P033,480,366,20,172
2024-10-20,S019,P055,244,170,11,151
