Date,Store_ID,Product_ID,Units_Sold,Selling_Price,Discount_%,Revenue
2024-02-22,S005,P061,98,4.89,0.0,479.22
2024-05-29,S019,P091,69,6.6,0.0,455.4
2024-11-18,S011,P027,115,4.89,0.0,562.35
2024-11-15,S020,P071,127,4.99,0.0,633.73
2024-09-18,S002,P074,72,4.69,0.1,303.91
2024-09-10,S003,P048,62,9.03,0.0,559.86
2024-06-16,S007,P055,89,9.2,0.1,736.92
2024-02-23,S002,P049,70,2.62,0.0,183.4
2024-08-01,S018,P097,57,11.73,0.0,668.61
2024-04-04,S015,P033,32,13.2,0.0,422.4
2024-05-11,S009,P070,67,13.44,0.0,900.48
2024-09-09,S007,P114,71,8.48,0.0,602.08
2024-07-23,S011,P020,106,9.6,0.11,905.66
2024-01-04,S013,P105,6,14.87,0.0,89.22
2024-11-01,S010,P090,30,6.78,0.0,203.4
2024-12-11,S004,P029,85,14.28,0.18,995.32
2024-08-18,S018,P009,78,2.11,0.0,164.58
2024-01-28,S015,P014,27,13.63,0.0,368.01
2024-10-01,S012,P009,52,2.08,0.0,108.16
2024-01-23,S011,P052,100,2.2,0.0,220.0
2024-09-25,S014,P107,83,4.39,0.23,280.56
2024-07-15,S015,P013,47,6.23,0.1,263.53
2024-06-13,S009,P104,57,8.28,0.0,471.96
2024-05-22,S003,P025,87,9.71,0.0,844.77
2024-04-18,S007,P068,72,4.62,0.05,316.01
2024-09-16,S004,P087,127,2.89,0.0,367.03
2024-01-01,S007,P045,22,12.81,0.0,281.82
2024-04-30,S020,P034,46,6.94,0.0,319.24
2024-10-12,S002,P071,22,4.96,0.0,109.12
2024-02-29,S003,P017,127,4.63,0.0,588.01
2024-11-06,S011,P005,74,8.37,0.0,619.38
2024-06-04,S018,P093,27,10.25,0.0,276.75
2024-07-16,S020,P096,57,9.54,0.0,543.78
2024-12-29,S010,P010,80,3.14,0.0,251.2
2024-08-11,S009,P050,45,7.06,0.0,317.7
2024-03-23,S013,P026,119,6.94,0.0,825.86
2024-08-26,S019,P073,73,2.37,0.0,173.01
2024-02-03,S017,P068,48,4.6,0.0,220.8
2024-08-18,S006,P050,10,7.04,0.0,70.4
2024-11-06,S016,P036,16,3.8,0.0,60.8
2024-08-26,S010,P042,56,6.04,0.0,338.24
2024-12-17,S002,P086,99,7.91,0.12,689.12
2024-09-09,S012,P018,87,6.25,0.0,543.75
2024-06-14,S014,P077,43,8.38,0.12,317.1
2024-02-23,S015,P092,64,5.5,0.0,352.0
2024-12-27,S003,P104,124,7.88,0.0,977.12
2024-03-02,S005,P067,63,13.92,0.0,876.96
2024-07-21,S015,P091,60,6.52,0.0,391.2
2024-01-27,S011,P110,10,8.69,0.0,86.9
2024-10-02,S008,P112,15,5.68,0.0,85.2
2024-07-31,S016,P084,63,6.24,0.0,393.12
2024-05-17,S002,P019,26,5.24,0.0,136.24
2024-03-21,S016,P017,19,4.7,0.0,89.3
2024-01-29,S020,P003,81,3.96,0.0,320.76
2024-11-12,S016,P089,87,2.18,0.0,189.66
2024-08-02,S010,P053,35,13.27,0.0,464.45
2024-04-28,S018,P044,110,3.39,0.22,290.86
2024-10-10,S008,P082,34,8.21,0.0,279.14
2024-12-12,S010,P081,18,13.87,0.0,249.66
2024-08-07,S019,P112,35,5.73,0.0,200.55
2024-08-08,S007,P065,15,4.27,0.0,64.05
2024-07-25,S001,P070,113,13.49,0.0,1524.37
2024-11-21,S004,P040,42,8.98,0.0,377.16
2024-03-13,S007,P024,65,10.16,0.0,660.4
2024-11-03,S020,P106,96,2.68,0.0,257.28
2024-12-14,S011,P066,47,3.3,0.0,155.1
2024-07-10,S005,P093,68,10.29,0.0,699.72
2024-11-08,S012,P005,11,8.52,0.0,93.72
2024-09-13,S013,P011,89,14.56,0.0,1295.84
2024-01-19,S020,P066,128,3.41,0.0,436.48
2024-04-16,S011,P076,26,9.19,0.0,238.94
2024-02-22,S005,P117,92,8.45,0.0,777.4
2024-08-09,S018,P043,80,13.57,0.0,1085.6
2024-01-26,S005,P068,78,4.41,0.0,343.98
2024-02-03,S009,P072,39,14.82,0.0,577.98
2024-12-16,S002,P087,21,2.93,0.0,61.53
2024-10-03,S017,P070,7,13.76,0.0,96.32
2024-08-07,S011,P036,97,3.79,0.12,323.51
2024-10-26,S016,P120,74,10.57,0.0,782.18
2024-06-05,S018,P093,89,10.8,0.0,961.2
2024-10-05,S011,P094,79,15.03,0.0,1187.37
2024-11-04,S001,P116,28,7.67,0.0,214.76
2024-04-26,S018,P061,111,5.11,0.0,567.21
2024-07-06,S007,P046,19,8.11,0.0,154.09
2024-06-08,S008,P062,72,14.97,0.0,1077.84
2024-01-23,S005,P012,81,8.25,0.0,668.25
2024-11-03,S005,P053,104,13.64,0.05,1347.63
2024-01-12,S004,P040,122,8.44,0.15,875.23
2024-02-24,S017,P026,6,7.19,0.0,43.14
2024-07-26,S005,P090,48,6.92,0.0,332.16
2024-07-23,S006,P016,21,12.44,0.0,261.24
2024-12-23,S004,P029,50,14.43,0.0,721.5
2024-09-02,S007,P005,27,8.51,0.0,229.77
2024-03-17,S006,P011,83,15.09,0.0,1252.47
2024-06-06,S006,P059,52,12.54,0.0,652.08
2024-06-22,S010,P035,34,3.1,0.0,105.4
2024-02-19,S018,P117,29,8.63,0.0,250.27
2024-08-19,S013,P023,101,11.9,0.0,1201.9
2024-04-06,S011,P032,92,10.07,0.0,926.44
2024-11-16,S004,P076,98,8.72,0.0,854.56
2024-03-28,S003,P083,68,7.91,0.0,537.88
2024-11-10,S004,P090,109,7.02,0.0,765.18
2024-10-09,S016,P079,19,7.6,0.0,144.4
2024-09-27,S017,P001,84,2.98,0.0,250.32
2024-01-20,S004,P070,97,13.24,0.23,988.9
2024-03-05,S010,P006,9,14.38,0.12,113.89
2024-07-29,S013,P058,111,10.92,0.0,1212.12
2024-05-07,S006,P040,27,8.5,0.0,229.5
2024-06-09,S017,P027,61,4.84,0.0,295.24
2024-07-10,S004,P107,27,4.43,0.0,119.61
2024-11-19,S006,P044,49,3.5,0.0,171.5
2024-09-28,S003,P112,97,5.61,0.23,419.01
2024-08-03,S005,P041,62,15.06,0.0,933.72
2024-09-04,S013,P053,120,13.38,0.0,1605.6
2024-04-13,S015,P016,89,12.14,0.0,1080.46
2024-06-27,S004,P099,29,11.51,0.0,333.79
2024-09-26,S003,P048,100,8.9,0.0,890.0
2024-12-25,S014,P027,76,4.77,0.08,333.52
2024-11-25,S017,P086,58,7.94,0.0,460.52
2024-12-30,S007,P072,77,15.31,0.0,1178.87
2024-03-09,S018,P096,24,8.98,0.1,193.97
2024-12-26,S006,P081,98,13.83,0.11,1206.25
2024-04-26,S016,P046,20,8.16,0.0,163.2
2024-10-20,S002,P003,76,4.04,0.18,251.77
2024-06-29,S013,P036,35,3.82,0.0,133.7
2024-12-07,S017,P023,98,11.78,0.14,992.82
2024-01-12,S012,P119,29,9.0,0.13,227.07
2024-10-18,S005,P040,126,8.69,0.0,1094.94
2024-01-11,S011,P016,126,12.56,0.0,1582.56
2024-07-16,S004,P010,58,3.12,0.0,180.96
2024-03-27,S001,P054,52,11.74,0.0,610.48
2024-10-07,S001,P027,59,4.83,0.0,284.97
2024-08-08,S011,P037,80,13.27,0.0,1061.6
2024-02-23,S017,P049,70,2.56,0.0,179.2
2024-04-14,S017,P015,7,2.66,0.21,14.71
2024-02-06,S010,P058,54,10.88,0.0,587.52
2024-01-28,S011,P019,37,5.11,0.0,189.07
2024-11-29,S009,P089,35,2.16,0.0,75.6
2024-06-21,S004,P021,78,9.82,0.0,765.96
2024-03-16,S001,P090,10,7.03,0.18,57.65
2024-06-28,S009,P031,83,7.94,0.0,659.02
2024-11-02,S014,P035,89,3.1,0.2,220.72
2024-02-15,S011,P006,100,14.73,0.0,1473.0
2024-04-18,S014,P015,74,2.63,0.0,194.62
2024-01-18,S014,P018,83,5.95,0.0,493.85
2024-05-16,S001,P032,127,9.8,0.09,1132.59
2024-11-29,S008,P024,84,10.63,0.0,892.92
2024-02-28,S014,P100,51,6.76,0.0,344.76
2024-03-02,S008,P052,8,2.3,0.0,18.4
2024-02-19,S002,P094,48,15.08,0.0,723.84
2024-09-02,S001,P006,78,15.12,0.0,1179.36
2024-08-19,S005,P092,14,5.36,0.0,75.04
2024-02-07,S008,P055,54,9.24,0.0,498.96
2024-03-07,S006,P010,11,3.11,0.0,34.21
2024-08-18,S019,P004,55,2.7,0.0,148.5
2024-06-23,S018,P089,16,2.22,0.0,35.52
2024-05-03,S019,P074,62,4.72,0.0,292.64
2024-01-07,S001,P079,100,7.66,0.09,697.06
2024-07-08,S005,P019,117,5.21,0.0,609.57
2024-06-23,S017,P081,73,13.28,0.0,969.44
2024-09-22,S009,P117,7,8.63,0.0,60.41
2024-08-06,S007,P106,17,2.67,0.0,45.39
2024-07-22,S007,P047,69,6.68,0.0,460.92
2024-02-03,S010,P010,87,3.12,0.0,271.44
2024-05-20,S007,P052,45,2.22,0.0,99.9
2024-11-08,S014,P090,7,7.08,0.0,49.56
2024-10-07,S017,P075,7,15.23,0.0,106.61
2024-02-23,S001,P051,89,3.06,0.0,272.34
2024-07-02,S010,P095,18,14.98,0.0,269.64
2024-06-30,S014,P030,58,10.92,0.0,633.36
2024-06-04,S020,P101,71,13.41,0.0,952.11
2024-08-23,S010,P016,62,12.58,0.0,779.96
2024-11-19,S017,P106,36,2.5,0.0,90.0
2024-11-17,S019,P104,43,8.04,0.0,345.72
2024-07-27,S018,P117,124,8.56,0.0,1061.44
2024-12-15,S017,P111,20,3.63,0.0,72.6
2024-12-26,S017,P069,10,13.99,0.0,139.9
2024-02-25,S016,P095,50,14.12,0.0,706.0
2024-09-16,S004,P044,105,3.49,0.0,366.45
2024-06-28,S005,P007,58,11.61,0.0,673.38
2024-10-28,S014,P048,83,8.93,0.0,741.19
2024-06-22,S002,P032,79,10.04,0.0,793.16
2024-08-16,S020,P056,128,8.67,0.0,1109.76
2024-09-13,S006,P106,22,2.67,0.0,58.74
2024-09-11,S013,P004,123,2.65,0.0,325.95
2024-11-11,S002,P112,84,5.25,0.0,441.0
2024-05-02,S020,P050,11,7.1,0.0,78.1
2024-09-01,S005,P063,122,4.67,0.0,569.74
2024-05-27,S011,P108,65,11.47,0.0,745.55
2024-02-12,S006,P037,7,13.94,0.0,97.58
2024-06-12,S001,P006,96,14.39,0.0,1381.44
2024-03-02,S015,P015,81,2.56,0.13,180.4
2024-04-01,S013,P033,72,12.67,0.0,912.24
2024-02-19,S011,P057,111,15.31,0.0,1699.41
2024-08-23,S001,P066,74,3.31,0.25,183.7
2024-05-22,S009,P046,84,7.93,0.14,572.86
2024-09-05,S009,P087,79,2.92,0.0,230.68
2024-04-19,S011,P030,49,11.18,0.0,547.82
2024-11-28,S008,P015,16,2.61,0.0,41.76
2024-04-06,S016,P077,70,8.39,0.0,587.3
2024-06-07,S004,P056,63,8.56,0.0,539.28
2024-06-13,S010,P086,27,7.98,0.0,215.46
2024-01-28,S016,P036,54,4.05,0.1,196.83
2024-01-29,S010,P009,37,2.15,0.0,79.55
2024-05-11,S008,P120,16,10.91,0.0,174.56
2024-08-04,S012,P004,74,2.55,0.0,188.7
2024-08-01,S011,P112,42,5.56,0.0,233.52
2024-11-12,S002,P109,84,8.98,0.0,754.32
2024-09-26,S003,P056,53,8.38,0.23,341.99
2024-04-06,S014,P032,8,10.2,0.0,81.6
2024-01-27,S020,P004,94,2.67,0.0,250.98
2024-12-07,S001,P012,12,8.08,0.0,96.96
2024-05-14,S020,P092,48,5.35,0.15,218.28
2024-03-19,S018,P051,54,3.16,0.0,170.64
2024-12-03,S006,P048,30,8.73,0.0,261.9
2024-01-14,S020,P036,91,4.04,0.0,367.64
2024-06-17,S005,P083,89,8.1,0.0,720.9
2024-11-06,S018,P009,71,2.15,0.0,152.65
2024-06-27,S003,P056,40,8.58,0.0,343.2
2024-11-25,S011,P003,94,3.96,0.0,372.24
2024-08-05,S002,P116,6,7.52,0.0,45.12
2024-04-13,S015,P100,37,6.89,0.0,254.93
2024-09-03,S012,P009,48,2.11,0.0,101.28
2024-01-07,S017,P005,34,8.78,0.0,298.52
2024-03-30,S009,P098,77,12.25,0.0,943.25
2024-02-09,S018,P005,66,8.75,0.0,577.5
2024-03-14,S014,P035,72,3.1,0.0,223.2
2024-10-30,S007,P081,44,13.9,0.0,611.6
2024-09-10,S012,P013,84,6.37,0.0,535.08
2024-02-10,S019,P077,31,8.38,0.0,259.78
2024-01-12,S016,P099,75,11.77,0.0,882.75
2024-10-16,S018,P036,80,3.83,0.0,306.4
2024-12-24,S004,P037,31,13.81,0.16,359.61
2024-04-28,S009,P036,55,3.81,0.25,157.16
2024-07-10,S012,P048,19,8.74,0.0,166.06
2024-10-31,S014,P073,82,2.4,0.0,196.8
2024-03-21,S016,P108,17,12.25,0.0,208.25
2024-06-29,S010,P010,36,3.29,0.0,118.44
2024-08-13,S002,P102,28,3.19,0.0,89.32
2024-10-01,S017,P025,21,9.27,0.0,194.67
2024-01-13,S008,P018,35,6.23,0.0,218.05
2024-02-10,S013,P027,75,4.73,0.0,354.75
2024-04-04,S002,P072,67,15.32,0.0,1026.44
2024-08-11,S014,P088,24,12.38,0.0,297.12
2024-11-06,S011,P078,130,2.58,0.0,335.4
2024-02-18,S005,P007,58,11.0,0.0,638.0
2024-05-14,S012,P068,19,4.46,0.0,84.74
2024-01-12,S001,P013,118,6.24,0.0,736.32
2024-01-09,S005,P056,35,8.53,0.0,298.55
2024-04-24,S007,P043,85,14.31,0.0,1216.35
2024-07-30,S019,P007,13,11.19,0.0,145.47
2024-09-30,S017,P022,37,5.17,0.0,191.29
2024-04-04,S012,P118,85,10.32,0.0,877.2
2024-09-27,S013,P043,10,14.08,0.0,140.8
2024-05-19,S016,P010,61,3.15,0.0,192.15
2024-10-13,S003,P028,102,6.14,0.2,501.02
2024-06-06,S002,P050,72,6.85,0.0,493.2
2024-12-10,S008,P117,121,8.04,0.0,972.84
2024-04-02,S016,P098,87,12.09,0.12,925.61
2024-07-07,S018,P118,26,10.53,0.0,273.78
2024-02-25,S001,P099,6,12.22,0.0,73.32
2024-01-12,S001,P057,88,14.67,0.0,1290.96
2024-03-10,S016,P037,73,14.01,0.0,1022.73
2024-05-11,S005,P066,76,3.31,0.0,251.56
2024-11-04,S018,P027,52,4.71,0.0,244.92
2024-03-11,S020,P019,15,5.13,0.15,65.41
2024-11-15,S009,P052,26,2.25,0.0,58.5
2024-03-25,S012,P096,55,9.53,0.0,524.15
2024-10-12,S014,P068,49,4.45,0.0,218.05
2024-07-25,S006,P096,49,8.92,0.0,437.08
2024-09-24,S019,P008,38,14.28,0.0,542.64
2024-12-07,S004,P030,80,10.57,0.0,845.6
2024-01-07,S014,P005,48,8.55,0.0,410.4
2024-01-04,S002,P098,22,12.01,0.17,219.3
2024-09-04,S004,P067,100,14.41,0.17,1196.03
2024-06-25,S017,P057,25,14.89,0.0,372.25
2024-07-27,S002,P069,34,14.23,0.0,483.82
2024-11-02,S001,P071,9,4.99,0.0,44.91
2024-08-04,S010,P097,56,11.65,0.0,652.4
2024-12-18,S020,P090,82,6.9,0.0,565.8
2024-03-15,S018,P051,45,3.06,0.21,108.78
2024-10-11,S016,P069,52,13.44,0.0,698.88
2024-08-04,S003,P005,53,8.53,0.0,452.09
2024-09-12,S018,P053,115,13.79,0.0,1585.85
2024-10-31,S016,P113,11,9.79,0.0,107.69
2024-02-18,S002,P052,42,2.31,0.0,97.02
2024-07-20,S009,P103,4,9.03,0.24,27.45
2024-05-19,S017,P024,55,9.98,0.0,548.9
2024-09-26,S008,P097,38,11.19,0.0,425.22
2024-11-04,S013,P054,54,11.45,0.0,618.3
2024-07-05,S020,P119,16,9.65,0.0,154.4
2024-04-27,S007,P107,18,4.48,0.0,80.64
2024-02-11,S006,P007,66,11.04,0.08,670.35
2024-11-22,S011,P035,117,3.08,0.0,360.36
2024-07-29,S012,P049,21,2.54,0.0,53.34
2024-01-09,S002,P052,68,2.23,0.0,151.64
2024-02-22,S015,P117,42,8.46,0.0,355.32
2024-01-04,S008,P047,10,6.33,0.0,63.3
2024-06-19,S005,P017,102,4.53,0.0,462.06
2024-01-30,S004,P100,122,6.78,0.0,827.16
2024-01-19,S015,P022,15,5.1,0.09,69.62
2024-12-19,S012,P007,66,11.49,0.0,758.34
2024-10-23,S020,P087,96,3.0,0.0,288.0
2024-07-04,S008,P105,70,15.03,0.0,1052.1
2024-02-27,S018,P025,74,9.25,0.0,684.5
2024-02-20,S017,P118,10,10.54,0.0,105.4
2024-06-20,S002,P003,54,3.94,0.0,212.76
2024-07-17,S008,P044,72,3.47,0.0,249.84
2024-01-18,S008,P020,30,10.12,0.17,251.99
2024-11-03,S005,P082,117,7.83,0.0,916.11
2024-06-23,S005,P001,81,2.91,0.0,235.71
2024-07-14,S003,P077,7,8.25,0.0,57.75
2024-06-30,S014,P039,41,9.82,0.0,402.62
2024-10-13,S010,P058,18,10.3,0.0,185.4
2024-02-28,S010,P105,74,14.82,0.0,1096.68
2024-12-17,S020,P054,61,12.0,0.0,732.0
2024-06-18,S002,P084,27,6.42,0.0,173.34
2024-05-15,S001,P098,18,11.79,0.0,212.22
2024-12-05,S014,P098,105,12.4,0.0,1302.0
2024-01-14,S019,P004,47,2.64,0.0,124.08
2024-08-12,S007,P091,56,6.35,0.0,355.6
2024-04-09,S018,P059,45,12.35,0.0,555.75
2024-06-01,S008,P028,28,6.24,0.0,174.72
2024-03-15,S017,P079,15,7.47,0.0,112.05
2024-03-11,S003,P083,40,8.06,0.09,293.38
2024-03-13,S007,P020,41,9.99,0.0,409.59
2024-10-14,S011,P091,107,6.57,0.0,702.99
2024-04-25,S008,P108,73,11.4,0.24,632.47
2024-09-14,S003,P116,70,7.31,0.0,511.7
2024-11-08,S006,P023,18,11.79,0.0,212.22
2024-03-09,S013,P001,18,3.03,0.0,54.54
2024-06-10,S010,P038,27,11.51,0.09,282.8
2024-11-09,S016,P088,35,12.87,0.0,450.45
2024-11-15,S012,P078,85,2.58,0.0,219.3
2024-04-05,S009,P081,59,14.01,0.0,826.59
2024-05-08,S020,P067,84,13.53,0.0,1136.52
2024-08-09,S006,P061,59,5.21,0.0,307.39
2024-02-25,S006,P077,58,8.14,0.0,472.12
2024-02-23,S008,P003,86,4.11,0.0,353.46
2024-09-14,S004,P093,37,10.72,0.0,396.64
2024-03-21,S014,P093,84,10.59,0.0,889.56
2024-04-18,S008,P073,63,2.4,0.0,151.2
2024-09-18,S004,P034,81,6.82,0.0,552.42
2024-09-14,S009,P073,56,2.32,0.0,129.92
2024-06-19,S013,P112,85,5.62,0.0,477.7
2024-06-24,S012,P099,75,12.21,0.0,915.75
2024-11-14,S004,P062,126,14.46,0.0,1821.96
2024-01-20,S005,P047,44,6.3,0.0,277.2
2024-05-11,S002,P032,86,10.21,0.0,878.06
2024-10-01,S005,P031,101,8.32,0.0,840.32
2024-05-11,S010,P109,11,8.9,0.0,97.9
2024-10-14,S002,P043,28,13.6,0.0,380.8
2024-03-05,S019,P074,53,4.52,0.0,239.56
2024-05-20,S015,P042,71,5.68,0.0,403.28
2024-03-14,S013,P118,44,10.83,0.0,476.52
2024-05-26,S013,P114,80,8.74,0.0,699.2
2024-05-14,S013,P078,29,2.67,0.0,77.43
2024-11-15,S011,P112,16,5.22,0.0,83.52
2024-10-23,S016,P089,79,2.23,0.0,176.17
2024-05-11,S007,P080,17,11.51,0.0,195.67
2024-02-04,S005,P043,83,13.62,0.0,1130.46
2024-09-19,S020,P005,16,8.57,0.0,137.12
2024-08-06,S019,P005,87,8.63,0.0,750.81
2024-11-13,S001,P035,81,3.11,0.0,251.91
2024-01-30,S020,P029,31,14.32,0.1,399.53
2024-11-04,S018,P039,107,10.03,0.0,1073.21
2024-03-20,S014,P002,61,3.15,0.0,192.15
2024-03-21,S003,P019,40,5.26,0.0,210.4
2024-02-21,S011,P075,84,15.41,0.0,1294.44
2024-04-17,S020,P041,6,14.43,0.0,86.58
2024-03-24,S016,P097,64,11.04,0.0,706.56
2024-02-14,S013,P088,75,12.93,0.0,969.75
2024-08-06,S005,P066,50,3.3,0.19,133.65
2024-04-10,S010,P070,29,13.71,0.0,397.59
2024-08-18,S007,P011,27,14.7,0.0,396.9
2024-08-09,S008,P060,63,9.23,0.0,581.49
2024-12-05,S003,P015,93,2.56,0.0,238.08
2024-02-18,S016,P082,63,8.09,0.0,509.67
2024-05-19,S015,P040,88,8.44,0.06,698.16
2024-09-01,S007,P072,90,14.57,0.0,1311.3
2024-09-20,S019,P115,33,5.43,0.0,179.19
2024-08-20,S010,P080,56,12.06,0.23,520.03
2024-09-22,S017,P091,9,6.54,0.0,58.86
2024-04-08,S003,P084,123,6.14,0.0,755.22
2024-10-27,S005,P088,39,13.24,0.0,516.36
2024-02-26,S002,P092,76,5.31,0.24,306.71
2024-01-13,S002,P042,57,5.93,0.16,283.93
2024-02-02,S018,P039,50,10.28,0.22,400.92
2024-10-16,S011,P048,33,9.02,0.0,297.66
2024-09-23,S018,P110,45,7.86,0.0,353.7
2024-11-20,S011,P064,104,15.08,0.0,1568.32
2024-09-24,S011,P016,78,12.48,0.0,973.44
2024-04-14,S016,P013,7,6.08,0.0,42.56
2024-06-20,S017,P076,77,9.29,0.0,715.33
2024-12-07,S003,P098,119,12.27,0.0,1460.13
2024-04-10,S008,P012,26,7.99,0.0,207.74
2024-03-17,S011,P095,84,14.45,0.0,1213.8
2024-08-01,S012,P062,72,15.06,0.0,1084.32
2024-05-16,S002,P053,75,13.38,0.0,1003.5
2024-06-11,S017,P034,21,7.08,0.0,148.68
2024-08-15,S011,P087,81,2.8,0.11,201.85
2024-06-17,S002,P089,32,2.26,0.15,61.47
2024-07-24,S012,P029,83,13.75,0.0,1141.25
2024-04-30,S019,P057,26,14.73,0.09,348.51
2024-02-09,S001,P109,109,9.1,0.0,991.9
2024-02-08,S007,P017,52,4.56,0.0,237.12
2024-08-29,S016,P009,35,2.21,0.0,77.35
2024-06-19,S011,P120,91,10.1,0.0,919.1
2024-02-18,S013,P058,65,10.66,0.0,692.9
2024-08-18,S010,P112,17,5.54,0.0,94.18
2024-03-20,S014,P017,36,4.57,0.0,164.52
2024-08-17,S017,P087,8,2.89,0.0,23.12
2024-07-30,S012,P112,52,5.37,0.0,279.24
2024-05-02,S006,P027,15,4.74,0.0,71.1
2024-01-26,S002,P054,60,11.27,0.15,574.77
2024-03-14,S002,P120,54,10.52,0.0,568.08
2024-04-18,S001,P032,36,9.63,0.0,346.68
2024-09-10,S005,P031,127,8.32,0.0,1056.64
2024-04-01,S014,P041,81,15.05,0.0,1219.05
2024-05-21,S019,P101,80,13.59,0.0,1087.2
2024-12-09,S009,P051,64,2.97,0.0,190.08
2024-08-24,S014,P075,72,15.6,0.0,1123.2
2024-12-12,S002,P012,57,7.79,0.0,444.03
2024-03-22,S008,P066,10,3.24,0.0,32.4
2024-12-16,S007,P093,53,10.85,0.0,575.05
2024-01-17,S011,P101,126,13.52,0.0,1703.52
2024-06-22,S008,P056,64,8.63,0.0,552.32
2024-03-28,S014,P025,8,9.8,0.0,78.4
2024-01-10,S011,P005,127,8.38,0.0,1064.26
2024-02-22,S017,P031,49,8.24,0.0,403.76
2024-12-26,S013,P110,124,8.72,0.0,1081.28
2024-04-12,S014,P013,90,6.21,0.0,558.9
2024-02-10,S006,P119,73,8.83,0.0,644.59
2024-10-27,S006,P030,82,11.31,0.2,741.94
2024-04-04,S005,P041,75,15.27,0.0,1145.25
2024-11-17,S016,P028,23,6.38,0.0,146.74
2024-03-14,S012,P029,79,13.77,0.07,1011.68
2024-11-20,S009,P064,67,15.69,0.21,830.47
2024-03-20,S012,P120,56,10.97,0.0,614.32
2024-02-22,S005,P107,70,4.56,0.0,319.2
2024-06-18,S003,P005,101,8.54,0.0,862.54
2024-08-27,S004,P119,72,9.37,0.0,674.64
2024-07-05,S012,P036,41,3.94,0.21,127.62
2024-01-21,S010,P115,66,5.69,0.0,375.54
2024-08-06,S020,P007,18,11.41,0.17,170.47
2024-05-27,S005,P038,50,11.63,0.0,581.5
2024-07-24,S009,P104,90,8.1,0.0,729.0
2024-05-17,S017,P081,34,13.97,0.0,474.98
2024-03-06,S020,P087,114,2.93,0.0,334.02
2024-02-29,S011,P055,33,9.47,0.0,312.51
2024-11-19,S017,P045,72,13.56,0.0,976.32
2024-10-08,S005,P037,72,13.82,0.0,995.04
2024-11-26,S001,P022,98,5.34,0.0,523.32
2024-10-24,S013,P064,104,15.18,0.0,1578.72
2024-04-04,S016,P028,39,6.36,0.0,248.04
2024-03-28,S002,P034,58,7.33,0.0,425.14
2024-01-09,S006,P066,38,3.39,0.0,128.82
2024-07-01,S003,P066,7,3.25,0.0,22.75
2024-07-30,S007,P015,81,2.62,0.0,212.22
2024-07-10,S008,P099,83,12.38,0.0,1027.54
2024-04-06,S014,P082,24,7.92,0.0,190.08
2024-07-09,S014,P037,76,13.51,0.0,1026.76
2024-01-23,S009,P052,47,2.33,0.0,109.51
2024-09-05,S012,P112,21,5.7,0.0,119.7
2024-11-12,S007,P108,46,12.03,0.13,481.44
2024-09-05,S003,P119,70,9.4,0.11,585.62
2024-01-27,S003,P080,54,11.52,0.0,622.08
2024-07-22,S018,P063,110,4.77,0.0,524.7
2024-10-23,S007,P022,73,5.19,0.0,378.87
2024-11-01,S005,P027,78,4.76,0.0,371.28
2024-10-31,S002,P035,16,3.05,0.0,48.8
2024-02-14,S003,P048,33,9.21,0.0,303.93
2024-04-04,S008,P009,42,2.12,0.0,89.04
2024-06-14,S012,P077,17,8.31,0.17,117.25
2024-11-22,S009,P073,45,2.4,0.0,108.0
2024-08-31,S007,P082,83,7.96,0.0,660.68
2024-06-13,S013,P041,81,14.86,0.0,1203.66
2024-01-06,S013,P112,33,5.26,0.0,173.58
2024-04-01,S019,P052,71,2.34,0.0,166.14
2024-11-07,S018,P068,89,4.52,0.0,402.28
2024-09-19,S004,P020,63,10.09,0.0,635.67
2024-07-14,S013,P115,101,5.37,0.0,542.37
2024-02-10,S013,P022,31,5.09,0.13,137.28
2024-03-31,S006,P015,75,2.58,0.0,193.5
2024-03-04,S019,P100,43,6.87,0.0,295.41
2024-06-26,S008,P046,75,8.22,0.0,616.5
2024-12-04,S004,P082,26,7.9,0.0,205.4
2024-02-09,S016,P038,18,12.08,0.0,217.44
2024-06-05,S003,P003,15,4.0,0.0,60.0
2024-03-17,S017,P042,49,5.84,0.0,286.16
2024-03-20,S017,P077,58,8.26,0.25,359.31
2024-05-07,S014,P084,28,6.08,0.0,170.24
2024-06-10,S010,P023,63,12.54,0.0,790.02
2024-04-18,S017,P022,82,5.31,0.0,435.42
2024-11-27,S019,P071,25,5.14,0.0,128.5
2024-05-30,S001,P018,28,6.17,0.0,172.76
2024-03-20,S008,P103,55,8.75,0.0,481.25
2024-01-04,S012,P067,51,14.27,0.0,727.77
2024-11-28,S009,P107,63,4.69,0.0,295.47
2024-02-01,S004,P010,92,3.23,0.0,297.16
2024-08-29,S014,P091,37,6.4,0.0,236.8
2024-11-30,S005,P022,65,5.19,0.0,337.35
2024-03-19,S007,P011,18,14.95,0.0,269.1
2024-08-22,S009,P108,16,12.08,0.0,193.28
2024-05-03,S001,P050,63,6.9,0.0,434.7
2024-04-08,S002,P060,15,9.5,0.0,142.5
2024-03-21,S005,P096,42,9.55,0.0,401.1
2024-03-04,S007,P004,37,2.68,0.0,99.16
2024-09-08,S012,P052,84,2.31,0.0,194.04
2024-06-29,S017,P036,88,4.02,0.0,353.76
2024-03-19,S005,P069,48,14.18,0.07,633.0
2024-09-06,S014,P025,79,9.43,0.0,744.97
2024-01-09,S011,P095,128,14.72,0.0,1884.16
2024-10-10,S010,P106,39,2.43,0.0,94.77
